text,parent_text,tox_codes_oc,label_oc,tox_codes_ic,label_ic
Ditto. That's not civil. e,"No one bends over backwards to call us ""European-American"", so shut up nigger.",[0. 0. 0.],0,[0. 0. 0.],0
Seems that Jimfbleak is treated like a king and I'm treated like a fucking criminal.  ,Again you've not addressed the fact the block is punitive one.  ,[1. 1. 1.],1,[1. 1. 1.],1
Morality is subjective. Do not interject your views on morality with another's. (Even if he's fictional),"Checking your history, you sure seem to care a lot about which comic book characters are considered gay. That makes you a very biased source. ",[0. 0. 0.],0,[0. 1. 0.],0
Pleased to be of some help ) '''',Thank you very much also for the nice citation work on Birmingham Gay Village. Have a very very very! Nice Day! ''' (email)''',[0. 0. 0.],0,[0. 0. 0.],0
" Then step back, take a break, and stop. The path your on doesn't lead to a good ending, I'm afraid. — "," If I thought there was a snowballs chance I would, but I really doubt I would ever do that alone, sorry, they would tear me to shreds, I'm not as stupid as I seem. ~  |",[0.  0.5 0. ],0,[0. 0. 0.],0
"Hi Lobo, it's a joint effort and I will be co-nom'ing with SchroCat.  I thought you would be up for it (yes it was me who plugged you).  See you there soon!  ","That's great Lobo - many thanks indeed for agreeing to have a look, it really is much appreciated. -   • ",[0. 0. 0.],0,[0. 0. 0.],0
"Pretty lame don't you think. An organisation that doesn't accept its own principles is rather like a gang, in short mob rule. ","You are suspended from Community Justice, making you not a member. MoP is right. ",[0. 1. 1.],1,[1. 0. 1.],1
"From 8.18.145.160's comment, ""...banned me by calling me the Wikipedia equivalent of being a communist (sock)"", it looks like the ban was for  sockpuppetry.  ",Indeed. 8.18.145.160 may find that WP:IAR bears directly on the ethics of the situation.  ,[0. 1. 0.],0,[0. 0. 0.],0
"If the accusation was false, then WP:IAR and WP:CLEANSTART apply. If actual sockpuppetry was involved, then WP:STANDARDOFFER also applies.  ","From 8.18.145.160's comment, ""...banned me by calling me the Wikipedia equivalent of being a communist (sock)"", it looks like the ban was for  sockpuppetry.  ",[0. 0. 0.],0,[0. 0. 0.],0
Done. ♫  (),"In its current state, yes, I guess this could be merged.   ''P''acific ",[0. 0. 0.],0,[0. 0. 0.],0
"Sorry, that is absolutely incorrect. We go by what the reliable sources say. The subject of the article is not impartial in describing themselves.  ","If the article imputes an anti-gay position to Cathy that he doesn't actually hold, no amount of sourcing can override BLP.  -",[0. 0. 0.],0,[0. 0. 0.],0
Ok no worries. I just wanted to let you know. I had tried to click the links and it said it was restricted so I assumed it was still down.  ,"Thanks. I ran it by hand, which is why it was uploading tables. — Carl ( · ",[0. 0. 0.],0,[0. 0. 0.],0
"What makes it boring is that, ho-hum, we already know that conservatives think that bigotry is ok. It's not news, it's not interesting.  ",I don't see the relevance of this. Are boring references not allowed? Are conservative opinions automatically ruled out of court?  ,[1. 1. 0.],1,[1. 0. 1.],1
 I see it is done now. Thank you! Now if they could just get the WP 1.0 bot running ...  ," ... Ok, that was stupid of me. I forgot to actually flip the on switch. ",[0. 0. 0.],0,[0. 0. 0.],0
"I'm sorry, I thought you wanted them moved here on Wikipedia. (  I only have filemover access here on en.wiki, not Commons. (  Sorry. ( -  •  • ",This category: {{commons category|Birmingham Gay Village}} if that's possible? Thanks ''' (email)''',[0. 0. 0.],0,[0. 0. 0.],0
"Again, that's just citing Deadline, so it's not really ""another"" source. It's just mirroring the first one.  ","HERE! Look, I could get a bazillion sources including the tweet Simon pegg made about this. This objection to change the name is so stupid. ANOTHER SOURCE ",[0. 0. 0.],0,[0. 0. 0.],0
"I would support using the shorter 'anti-gay hate groups' for brevity, as long as it falls withing the policies/guidelines for navboxes. I don't think it is at all inaccurate. – ",They are ''not'' anti-gay hate groups. They have been ''designated'' anti-gay hate groups by the SPLC. Your proposal is not neutral.  ,[0. 0. 0.],0,[0. 0. 0.],0
"How about ""This is a list of politicians that are members of or affiliated with the Tea Party movement""?   And leave the other details (such as ""endorsement not sufficient"") in the Page Notice.  ","and I would suggest that the examples you have shown are just as problematic as this article, in fact the LGBT Activist list has been tagged as such for several years!  ",[0. 0. 0.],0,[0. 0. 0.],0
This is simply ridiculous. You need to ask me if the blurb is ok to avoid such failures. This is not the first time this happened. ,"All this being correct, including the German ""(heilen)"" as a translation of cure would make the bitter pun obvious to people not knowing that much German. Picture: a hook can be quirky OR pictured,  ",[0. 1. 1.],1,[1. 1. 1.],1
" No, I am allowed to edit while logged-out.  ","P.S. Obvious sockpuppetry, or what?  ",[0. 0. 0.],0,[0.  0.5 0.  0. ],0
That doesn't seem like a good idea at all. ,I've got a better idea.  How about you eat my shit?   ,[0. 0. 0.],0,[1. 1. 1.],1
"Bob, the important thing to remember here is that sources that disagree with the left are NEVER valid sources on Wikipedia.  ","Since you clearly have shit for brains, I'm no longer the slightest bit interested in discussing anything with you.  ",[0. 0. 0.],0,[1. 1. 1.],1
But I can see the hypocrisy of it. You are not the arbiter of the case of Wikipedia v. expert editors.   ,You are not the arbiter of how I see it.   ,[0. 0. 0.],0,[0. 1. 0.],0
"So, you're an  egotist? — ''''''     ɖ∘¿¤þ   ","Even I am wrong sometimes, I freely admit that, like when I think that I am wrong.  ",[0.  0.  0.5],0,[0. 1. 1.],1
"Darn! I just realized I didn't add anything about AFD participation, which will probably be needed...before it's transcluded, I should probably do that.  ",All right.  ,[0. 0. 0.],0,[0. 0. 0.],0
"That Slough was in Bucks. isn't in dispute.  It's the ""formerly"" part which is wrong, since it still IS in Bucks.",Methinks the sockpuppet IP is not in need of evidence that Slough was once in Bucks. Suggest we leave him to ruminate and no doubt regurgitate as is its habit. ,[0. 0. 0.],0,[0. 1. 1.],1
What s/he said!  ,"Yes, it is a pity. Giano, you won't know me either, but your reasons for not wanting to be in ArbCom are just the reason why ArbCom needs people like you.  ",[0. 0. 0.],0,[0.  0.5 0. ],0
"But why would you intentionally link to a disambiguation page in the first place, Insomesia?  ","You do realise, don't you, that anti-gay is ''not'' an article, but a redirect to a disambiguation page?  ",[0. 0. 0.],0,[1.  0.5 0. ],0
Jewish commentators. Mainly Rashi and Ramban. ,What exactly are you basing your assertion that it is more 'correct' on? ,[0.  0.  0.5],0,[0.5 0.  0. ],0
 We can make the fact official so we can do something constructive about it. -)  ," I mean yes, suppose it is pushing up the daisies - what are you going to do? —  ",[0. 0. 0.],0,[0. 0. 0.],0
eg Jasper Conran he is cleary identified as gay with sources but does not have a gay occupation category covering him. ,note that I am not touching the ones with a gay xxx occupation category only looking for the ones not covered by such cats. please check before accusing. ,[0. 1. 0.],0,[0. 0. 0.],0
Fixed all. |," This subsection has several short paragraphs (four of them) all of only two sentences each.
....stopping for now. To be continued.  ",[0. 0. 0.],0,[0. 0. 0.],0
LOL. You should have kept your second to last one as your signature.'''''''''',Fixed it. There ''is'' such a thing as too gay.''' — '''(''''),[0. 0. 0.],0,[0. 0. 0.],0
 It is in articles explicitly talking about both events together.  '''''',"I wouldn't, however, call ""The Chinese news agency Xinhua called for the United States to adopt stricter gun controls"" a reaction to this event.  ",[0. 0. 0.],0,[0. 0. 0.],0
Advising an editor to use common sense is a personal attack now?  Do you not think that you ''should'' be applying policies with common sense? '''''',"I consider this a personal attack, and not the first one you've made against me recently. Please stop.  ",[1. 1. 1.],1,[1. 0. 0.],0
The Air India Baldeep Singh is completely different from the Prayag United Baldeep Singh. The Prayag United one is the one who is accused of rape.  ,Not the same Baldeep Singh playing for Air India? Is it a duplicate or have the details of the two footballers been confused?  ,[0. 0. 1.],0,[0. 0. 0.],0
Awesome. I'll leave you a message on your talk page.  ,"I'm an admin at the Matrix Wiki; I've been meaning to get around to dealing with the secondary sources, so count me in. What's the best way to co-ordinate this? ",[0. 0. 0.],0,[0. 0. 0.],0
"Rudeness has nothing to do with it. It's simply not very good practice, or very encyclopedic, to use sources more than a century old to cite facts.","If you or anyone else has modern sources then add them, but do not take out valid sources.  That's rude! ",[0. 0. 0.],0,[0. 0. 0.],0
"Well, we could just go for the obvious... —  ",If only there were some article that could combine the two and still be useless...  ,[0. 0. 0.],0,[0. 0. 0.],0
"I said ''reliable'' source, not op-ed piece. You're edit warring.  "," Oh, there you go. But it's OK, loud homosexual minority on Wikipedia and elsewhere is so loud.  ",[0. 0. 0.],0,[0. 0. 0.],0
"This film does need to be added to the list for sure now. It's been officially announced that it's getting a wide release on March 29th, and I think it's premiering in certain cities on March 22nd.  ","It does seem strange that it would be coming out on a Tuesday, though.  ",[0. 0. 0.],0,[0. 0. 0.],0
"But that says that we write it as ""trans woman"", which is correct according to what the statement implies. I want to know why -sche writes ''transwoman'' as one word.  ",From Trans woman:  So I imagine that is what -sche meant. —  ,[0. 0. 0.],0,[0. 0. 0.],0
"If it's not, then why do you insist on duplicating the details about the WTO status in the lede?  ","Nope, read the sentence again.   ",[0. 0. 0.],0,[1. 0. 0.],0
Only if the edits reverted are inappropriate.  —   , Is the purpose of Wikipedia to follow other editors around and undo their edits?   ,[0. 0. 0. 0.],0,[0. 0. 0.],0
Not everyone sees it that way.  That's why we've got this section.   ,I would say that Fox News is objective ''with respect to that particular statement''. ''North8000'' ,[0. 0. 0.],0,[0. 0. 0.],0
Sorry. It's gone now.  ,I saw you put up a do not disturb or there will be trouble sunshine banner when editing the van eyck just now. Your badass self.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Indeed, but you'd have to be a magnificent Fucker to climb it. —  ",I hear Brown Willy's lovely at this time of year...  ,[1. 1. 1.],1,[1. 1. 1.],1
"I hear the term cisgender quite often from non-trans people, and I've never heard it used as a insult. But then again, I live in Oakland, not Oklahoma.  ","Well said. The fact that a tiny minority in the trans community consider 'cis' to be an insult, that doesn't change the definition or the meaning of the word for most contexts.  ",[0. 0. 0. 1. 0. 0.],0,[0. 0. 0. 0. 1. 1.],0
It is better if you don't engage yourself in biasing article. ,Please take a break from my talk page for a day or two. I don't see anything constructive as coming out of this.  ,[0. 0. 0.],0,[1. 0. 0.],0
"Don't be bitchy, just google for it. Everyone knows they tried to get a resolution. ","Please cite your sources, you cannot use wikipedia articles to justify wikipedia articles without further sources WP:Cite. Please provide a security council resolution number. Thank you ",[1. 1. 1.],1,[1. 1. 1.],1
